person_id,id,name,character_name,role
1077216,tm74259,"Mark Koenig","Mark Koenig",ACTOR
570231,tm74259,"Bill Stern","Bill Stern",ACTOR
71902,tm74259,"Addison Richards",Coach,ACTOR
97868,tm74259,"Hardie Albright","Van Tuyl",ACTOR
34182,tm74259,"Edward Fielding","Clinic Doctor",ACTOR
98827,tm74259,"George Lessey","Mayor of New Rochelle",ACTOR
70031,tm74259,"Edgar Barrier","Hospital Doctor",ACTOR
49041,tm74259,"Douglas Croft","Lou Gehrig as a Boy",ACTOR
82894,tm74259,"Gene Collins","Billy (Age 8)",ACTOR
152976,tm74259,"David Holt","Billy (Age 17)",ACTOR
154703,tm74259,Veloz,"Specialty Dancer (as Veloz and Yolanda)",ACTOR
569752,tm74259,Yolanda,"Specialty Dancer (as Veloz and Yolanda)",ACTOR
13381,tm74259,"Frank Faylen","Yankee Third Base Coach (uncredited)",ACTOR
25663,tm74259,"Pat Flaherty","Yankee Ballplayer (uncredited)",ACTOR
27265,tm74259,"Mary Gordon","Maid (uncredited)",ACTOR
22464,tm74259,"Colin Kenny","Yankee Player on Train (uncredited)",ACTOR
36160,tm74259,"Jack Carr",Plumber,ACTOR
13440,tm74259,"Sam Wood",,DIRECTOR
25634,tm112424,"Raymond Massey","John Cabal / Oswald Cabal",ACTOR
546554,tm112424,"Edward Chapman","Pippa Passworthy / Raymond Passworthy",ACTOR
15795,tm112424,"Ralph Richardson","The Boss",ACTOR
251587,tm112424,"Margaretta Scott","Roxana / Rowena",ACTOR
36495,tm112424,"Cedric Hardwicke",Theotocopulos,ACTOR
576078,tm112424,"Maurice Braddell","Dr. Harding",ACTOR
559274,tm112424,"Sophie Stewart","Mrs. Cabal",ACTOR
33334,tm112424,"Derrick De Marney","Richard Gordon",ACTOR
72946,tm112424,"Ann Todd","Mary Gordon",ACTOR
576075,tm112424,"Pearl Argyle","Catherine Cabal",ACTOR
569511,tm112424,"Kenneth Villiers","Maurice Passworthy",ACTOR
570664,tm112424,"Ivan Brandt","Morden Mitani",ACTOR
1257108,tm112424,"Anne McLaren","The Child",ACTOR
152465,tm112424,"Patricia Hilliard","Janet Gordon",ACTOR
71855,tm112424,"Charles Carson","Great Grandfather",ACTOR
11665,tm112424,"Patrick Barr","World Transport Official (uncredited)",ACTOR
155098,tm112424,"Noel Brophy","Irishman (uncredited)",ACTOR
81454,tm112424,"John Clements","The Airman (uncredited)",ACTOR
137947,tm112424,"Anthony Holles","Simon Burton (uncredited)",ACTOR
105786,tm112424,"Allan Jeayes","Mr. Cabal (uncredited)",ACTOR
1257095,tm112424,"Pickles Livingston","Horrie Passworthy (uncredited)",ACTOR
5902,tm112424,"George Sanders","Celestial Body (uncredited)",ACTOR
35474,tm112424,"Abraham Sofaer","The Jew (uncredited)",ACTOR
11110,tm112424,Terry-Thomas,"Man of the Future (uncredited)",ACTOR
13438,tm112424,"William Cameron Menzies",,DIRECTOR
16353,tm58979,"JosÃ© Ferrer","Cyrano de Bergerac",ACTOR
224830,tm58979,"Mala Powers",Roxane,ACTOR
18611,tm58979,"William Prince","Christian de Neuvillette",ACTOR
103312,tm58979,"Morris Carnovsky","Le Bret",ACTOR
523520,tm58979,"Ralph Clanton","Antoine Comte de Guiche",ACTOR
57259,tm58979,"Lloyd Corrigan",Ragueneau,ACTOR
84206,tm58979,"Virginia Farmer",Duenna,ACTOR
70031,tm58979,"Edgar Barrier","Cardinal Richelieu",ACTOR
93673,tm58979,"Elena Verdugo","Orange Girl",ACTOR
28906,tm58979,"Albert Cavens","Vicomte de Valvert",ACTOR
50369,tm58979,"Arthur Blake",Montfleury,ACTOR
28777,tm58979,"Don Beddoe","The Meddler",ACTOR
57838,tm58979,"Percy Helton",Bellerose,ACTOR
44213,tm58979,"Virginia Christine","Sister Marthe",ACTOR
862131,tm58979,"Gil Warren",Doctor,ACTOR
15254,tm58979,"Philip Van Zandt","Man with Gazette",ACTOR
17010,tm58979,"Eric Sinclair",Guardsman,ACTOR
563672,tm58979,"Richard Avonde",Marquis,ACTOR
84205,tm58979,"Paul Dubov",Cadet,ACTOR
62603,tm58979,"John Crawford",Cadet,ACTOR
33391,tm58979,"Jerry Paris",Cadet,ACTOR
35509,tm58979,"Robin Hughes",Cadet,ACTOR
151311,tm58979,"Francis Pierlot","Capuchin Monk",ACTOR
49661,tm58979,"Michael Gordon",,DIRECTOR
25652,tm18385,"Edward G. Robinson","Christopher Cross",ACTOR
56295,tm18385,"Joan Bennett","Katharine 'Kitty' March",ACTOR
55257,tm18385,"Dan Duryea","Johnny Prince",ACTOR
40707,tm18385,"Margaret Lindsay","Millie Ray",ACTOR
71916,tm18385,"Jess Barker","David Janeway",ACTOR
58704,tm18385,"Rosalind Ivan","Adele Cross",ACTOR
71917,tm18385,"Charles Kemper","Patch-eye Higgins",ACTOR
71918,tm18385,"Anita Sharp-Bolster","Mrs. Michaels",ACTOR
47762,tm18385,"Samuel S. Hinds","Charles Pringle",ACTOR
66594,tm18385,"Vladimir Sokoloff","Pop LeJon",ACTOR
27292,tm18385,"Arthur Loft",Dellarowe,ACTOR
47773,tm18385,"Russell Hicks","J.J. Hogarth",ACTOR
71890,tm18385,"Richard Abbott","Critic at Gallery (uncredited)",ACTOR
71919,tm18385,"Rodney Bell","Barney (uncredited)",ACTOR
62987,tm18385,"Richard Cramer","Principal Keeper (uncredited)",ACTOR
47796,tm18385,"Dick Curtis","Detective (uncredited)",ACTOR
71920,tm18385,"Tom Daly","Penny - Bartender (uncredited)",ACTOR
47770,tm18385,"Edgar Dearing","Policeman (uncredited)",ACTOR
27249,tm18385,"Joe Devlin","Joe Williams, Morning World (uncredited)",ACTOR
71921,tm18385,"Tom Dillon","Policeman (uncredited)",ACTOR
71922,tm18385,"William Hall","Policeman (uncredited)",ACTOR
71923,tm18385,"Robert Malcolm","Policeman (uncredited)",ACTOR
27252,tm18385,"Neal Dodd","Priest (uncredited)",ACTOR
28512,tm18385,"Ralph Dunn","First Policeman in Park (uncredited)",ACTOR
71924,tm18385,"Fred Essler","Marchetti (uncredited)",ACTOR
60615,tm18385,"Lance Fuller","Minor Role (uncredited)",ACTOR
27264,tm18385,"Gus Glassmire","Employee (uncredited)",ACTOR
71925,tm18385,"Sherry Hall","Employee (uncredited)",ACTOR
20176,tm18385,"Milton Kibbee","Employee (uncredited)",ACTOR
49082,tm18385,"Ralph Littlefield","Employee (uncredited)",ACTOR
570700,tm18385,"Howard M. Mitchell","Employee (uncredited)",ACTOR
29114,tm18385,"Arthur Gould-Porter","Critic at Gallery (uncredited)",ACTOR
47825,tm18385,"Boyd Irwin","Critic at Gallery (uncredited)",ACTOR
13384,tm18385,"Chuck Hamilton","Chauffeur (uncredited)",ACTOR
41679,tm18385,"Herbert Heywood","Bellboy (uncredited)",ACTOR
56559,tm18385,"Thomas E. Jackson","Chief of Detectives (uncredited)",ACTOR
31160,tm18385,"Edward Keane","Detective (uncredited)",ACTOR
69526,tm18385,"Dick Wessel","Detective (uncredited)",ACTOR
71926,tm18385,"Cy Kendall","Nick (uncredited)",ACTOR
70369,tm18385,"Fritz Leiber","Evangelist (uncredited)",ACTOR
27291,tm18385,"George Lloyd","Vince Conway, Ledger (uncredited)",ACTOR
71927,tm18385,"Lou Lubin","Tiny - Bartender (uncredited)",ACTOR
71928,tm18385,"George Meader","Holliday (uncredited)",ACTOR
71929,tm18385,"Horace Murphy","Milkman (uncredited)",ACTOR
33999,tm18385,"Clarence Muse","Ben - Bank Janitor (uncredited)",ACTOR
13406,tm18385,"Lee Phelps","First Policeman in Hogarth's Office (uncredited)",ACTOR
22013,tm18385,"Rose Plumer","Knitting Woman in Lobby (uncredited)",ACTOR
34188,tm18385,"Constance Purdy","Matron (uncredited)",ACTOR
60618,tm18385,"Beatrice Roberts","Secretary (uncredited)",ACTOR
14770,tm18385,"Dewey Robinson","Derelict Saving Cross (uncredited)",ACTOR
50381,tm18385,"Syd Saylor","Tom Crocker, Evening Globe (uncredited)",ACTOR
71402,tm18385,"Wallace Scott","Drunk (uncredited)",ACTOR
33007,tm18385,"Emmett Vogan","Prosecutor (uncredited)",ACTOR
71930,tm18385,"Matt Willis","Policeman in Hogarth's Office (uncredited)",ACTOR
20172,tm18385,"Charles C. Wilson","Watchman (uncredited)",ACTOR
49067,tm18385,"Will Wright","Globe Loan Office Manager (uncredited)",ACTOR
71931,tm18385,"Amzie Strickland","Woman (uncredited)",ACTOR
71932,tm18385,"John Barton","Hurdy-Gurdy Man (uncredited)",ACTOR
20266,tm18385,"Fritz Lang",,DIRECTOR
45070,tm162994,"Carole Lombard","Jane Mason",ACTOR
25020,tm162994,"James Stewart","John Horace 'Johnny' Mason",ACTOR
31440,tm162994,"Charles Coburn","Judge Joseph M. Doolittle",ACTOR
45074,tm162994,"Lucile Watson","Mrs. Harriet Mason",ACTOR
41664,tm162994,"Eddie Quillan","Conway (pilot)",ACTOR
28507,tm162994,"Alma Kruger","SÅ“ur Madeline",ACTOR
13323,tm162994,"Ward Bond","Jim Hatton",ACTOR
106309,tm162994,"Louise Beavers",Lily,ACTOR
13331,tm162994,"Irving Bacon","Newark Radio Operator",ACTOR
32998,tm162994,"Raymond Bailey","Salt Lake City Hospital Chemist",ACTOR
573126,tm162994,"Bonnie Belle Barber","John Mason Jr. - Infant",ACTOR
152762,tm162994,"Donald Briggs","Mr. Carter",ACTOR
27221,tm162994,"Harlan Briggs",Judge,ACTOR
93473,tm162994,"Lane Chandler","Ranger on Telephone",ACTOR
573124,tm162994,"Frederick Chapin","Younger Doolittle",ACTOR
41704,tm162994,"Russ Clark","Omaha Radio Operator",ACTOR
134057,tm162994,"Monte Collins",Juror,ACTOR
49071,tm162994,"James Conaty",Co-Worker,ACTOR
45076,tm162994,"Esther Dale","Annie - Cook #1",ACTOR
13316,tm162994,"Harry Davenport","Dr. Healy",ACTOR
47770,tm162994,"Edgar Dearing","Mounted Policeman",ACTOR
27248,tm162994,"Harry Depp",Hutch,ACTOR
13332,tm162994,"Robert Elliott","Airport Operations Manager",ACTOR
134149,tm162994,"Fern Emmett","Farmer's Wife",ACTOR
47782,tm162994,"Betty Farrington","Hospital Cashier",ACTOR
57839,tm162994,"Mary Field","Johns Hopkins technician",ACTOR
153264,tm162994,"Ruth Gillette","Tipsy Blonde at New Year's Eve Party",ACTOR
153084,tm162994,"Russell Hopton",Collins,ACTOR
13330,tm162994,"Olin Howland",Farmer,ACTOR
20170,tm162994,"Arthur Hoyt","Jury Foreman",ACTOR
573125,tm162994,"Victor Kilian Jr.","Chicago Radio Operator",ACTOR
84208,tm162994,"Tom London",Ranger,ACTOR
573127,tm162994,"Ethel Marical",Nurse,ACTOR
28509,tm162994,"Edwin Maxwell",Messerschmidt,ACTOR
34478,tm162994,"Tom McGuire",Bailiff,ACTOR
27304,tm162994,"James McNamara",Juror,ACTOR
153646,tm162994,"Carlyle Moore Jr.","North Platte Radio Operator",ACTOR
573128,tm162994,"Wilhelmina Morris",Nurse,ACTOR
74814,tm162994,"Jack Mulhall","Rock Springs Radio Operator",ACTOR
31161,tm162994,"Robert Emmett O'Connor","Harry - Elevator Starter",ACTOR
573129,tm162994,"Renee Orsell","Hilda - Cook #2",ACTOR
105983,tm162994,"Garry Owen","Denver Radio Operator",ACTOR
100259,tm162994,"John Picorri",Juror,ACTOR
127302,tm162994,"Mickey Rentschler","Office Boy",ACTOR
58329,tm162994,"Cyril Ring","Office Worker",ACTOR
110897,tm162994,"Mildred Shay","John Horace Mason's Secretary",ACTOR
29633,tm162994,"Ivan F. Simpson","Simon - Judge Doolittle's Brother",ACTOR
137709,tm162994,"Milburn Stone","Newark Official",ACTOR
2144042,tm162994,"Jackie Taylor","John Mason Jr. - One Year Old",ACTOR
32993,tm162994,"Nella Walker","Dr. Langham's Nurse-Receptionist",ACTOR
219911,tm162994,"Ruth Weston","Eunice Doolittle",ACTOR
63422,tm162994,"Marjorie Wood",Nurse,ACTOR
132996,tm162994,"Harry Worth","New York Hospital Chemist",ACTOR
103313,tm162994,"John Cromwell",,DIRECTOR
136048,tm2721,"Douglas Fairbanks","The Thief of Bagdad",ACTOR
73328,tm2721,"Snitz Edwards","His Evil Associate",ACTOR
209235,tm2721,"Charles Belcher","The Holy Man",ACTOR
581619,tm2721,"Julanne Johnston","The Princess",ACTOR
224247,tm2721,"SÃ´jin Kamiyama","The Mongol Prince",ACTOR
152150,tm2721,"Anna May Wong","The Mongol Slave",ACTOR
88773,tm2721,"Brandon Hurst","The Caliph",ACTOR
598665,tm2721,"Tote Du Crow","The Soothsayer",ACTOR
28654,tm2721,"Noble Johnson","The Indian Prince",ACTOR
577110,tm2721,"Sam Baker","Sworder (uncredited)",ACTOR
582174,tm2721,"Laska Winter","Slave of the Lute (uncredited)",ACTOR
584301,tm2721,"Etta Lee","Slave of the Sand Board (uncredited)",ACTOR
102789,tm2721,"Mathilde Comont","Persian Prince (uncredited)",ACTOR
152038,tm2721,"Charles Stevens","Persian Prince's Awaker (uncredited)",ACTOR
30488,tm2721,"Eugene Jackson","Child (uncredited)",ACTOR
36513,tm2721,"Jesse Lasky Jr.",(uncredited),ACTOR
